3d compatibility|<page title>|ac adapter included|ac power in|analog signal format system|aspect ratio|audio input|audio output|backlight type|bezel width side|bluetooth|builtin camera|builtin microphone|builtin speakers|builtin subwoofer|cable lock slot|cables included|card reader integrated|certification|colour of product|common interface ci|common interface plus ci|compatible memory cards|compliance industry standards|component video ypbprycbcr in|composite sync|composite video in|contrast ratio dynamic|contrast ratio typical|dcin jack|depth|depth with stand|digital horizontal frequency|digital vertical frequency|dimensions w x d x h with stand|dimensions wxdxh|display|display brightness|display diagonal|display diagonal metric|display number of colours|display resolution|display srgb|display surface|display technology|display viewable area hxv|displayports quantity|dvi port|dvid ports quantity|dvii ports quantity|effective viewing area|energy efficiency class|energy star certified|epeat compliance|ethernet lan|feet colour|handheld remote control|hd type|hdcp|hdmi|hdmi ports quantity|headphone connectivity|headphone out|height|height adjustment|height with stand|horizontal scan range|input frequency|input voltage|led indicators|linux operating systems supported|mac operating systems supported|manual|maximum resolution|mean time between failures mtbf|microphone in|mobile highdefinition link mhl|nonoperating altitude|number of loudspeakers|number of osd languages|number of products included|on screen display osd|on screen display osd languages|onoff switch|operating altitude|operating relative humidity hh|operating temperature tt|package dimensions wxdxh|package weight|packaging depth|packaging height|packaging width|pc audio in|picture enhancement|pictureinpicture|pivot|pivot angle|pixel pitch|placement supported|plug and play|power consumption max|power consumption off|power consumption powersave|power consumption standby|power consumption typical|power cord included|power led|power requirements|product type|quantity|quick start guide|relative humidity|response time|rms rated power|rs232 ports|safety|screen format adjustments|screen saving functions|separate hv sync|source datasheet|standby led|storage relative humidity hh|storage temperature tt|supported graphics resolutions|supported video modes|svideo inputs quantity|swivel angle range|swivelling|syncongreen sog|thin client installed|tilt adjustment|tilt angle|tv tuner integrated|usb 20 ports quantity|usb 30 ports quantity|vertical scan range|vesa mounting interfaces compatibility|vga dsub ports quantity|video dot rate|viewable size diagonal|viewable size horizontal|viewable size vertical|viewing angle horizontal|viewing angle vertical|volume control|wall mountable|weight|weight with stand|width|width with stand|wifi|windows operating systems supported
Yes|ASUS VG278HR - MediaShopUK||Yes||16:9||||||['No', 'No']||['Yes', 'Yes']|['No', 'No']|['Kensington', 'Kensington']|['AC, Audio (3.5mm), DVI, VGA', 'AC, Audio (3.5mm), DVI, VGA']||BSMI, CB, CCC, CE, C-Tick, ErP, FCC, Gost-R, J-MOSS, PSB, RoHS, UL/cUL, VCCI, WEEE|['Black', 'Black']||||||||50000000:1||||249.7 mm|28 - 160 kHz|50 - 144 Hz|||LED|300 cd/m²|"685.8 mm (27 "")"|68.6 cm|16.77 M|1920 x 1080 pixels|Yes||||||1|||Unspecified|Yes|||||Full HD|Yes||1|3.5 mm|1||Yes|437.8 mm|24 - 83 kHz||||||||||||['2', '2']|||['Yes', 'Yes']||['Yes', 'Yes']|||||12.1 kg|176 mm|560 mm|732 mm|Yes||['No', 'No']|No||0.311 x 0.311 mm||||0.6 W||1 W|65 W||['Yes', 'Yes']||||['Yes', 'Yes']||2 ms|['6 W', '6 W']||||||['.', '.']|['Yes', 'Yes']|||1920 x 1080 (HD 1080)||||Yes||No|Yes|-5 - 15 °|No|||55 - 85 Hz|100 x 100 mm|1|||||170 °|160 °||Yes||8.3 kg||643 mm||['Yes', 'Yes']
No|HP EliteDisplay E231 - MediaShopUK||Yes||16:9|||W-LED|||['No', 'No', 'No']||['No', 'No', 'No']|||['AC', 'AC']||CE, CB, KC, KCC, NOM, PSB, ICE, TUV-S, CCC, CEL 1, CECP, SEPA, TCO Edge, EPA, ISC, VCCI ,FCC, BSMI|['Black', 'Black']||||||||50000000:1|1000:1||51 mm|242.4 mm|||||LED|250 cd/m²|"584.2 mm (23 "")"|58.42 cm|16.77 M|1920 x 1080 pixels||Matt|TN+Film||1|Yes|1|||Unspecified|Yes|Gold|No|||Full HD|Yes|||||329 mm|Yes|469.9 mm|24 - 94 kHz|50/60 Hz|95 - 265 V|['Yes', 'Yes']|['Yes', 'Yes']||['Yes', 'Yes']|||||||||['Yes', 'Yes']|||||5 - 35 °C||['8.34 kg', '8.34 kg']|||||||Yes|0 - 90 °|||['Yes', 'Yes']|36 W|||0.5 W|33 W||['Yes', 'Yes']||||['Yes', 'Yes']||5 ms|||||||['.', '.']|['Yes', 'Yes']||-20 - 60 °C|1920 x 1080 (HD 1080)|1080p||0 - 360 °|Yes||No|Yes|-5 - 30 °|['No', 'No']|3||50 - 76 Hz|Yes|1|||||170 °|160 °||Yes|3.9 kg|6.1 kg|544 mm|544 mm|No|['Yes', 'Yes']
|ASUS VE278Q - MediaShopUK||||||||||['No', 'No']||['Yes', 'Yes']||['Kensington', 'Kensington']|||UL/cUL, CB, CE, EuP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, EK, J-MOSS|['Black', 'Black']||||||||1000000:1|||220 mm||24 - 92 kHz|50 - 85 Hz||||300 cd/m²|"685.8 mm (27 "")"|||1920 x 1080 pixels|||||1||1||||Yes|||||Full HD|No|['Yes', 'Yes']|1|3.5 mm|1|445.6 mm|||24 - 92 kHz|||||||||||||||||||||||176 mm|560 mm|732 mm||||||||||||2 W|45 W||||||||2 ms|['6 W', '6 W']||||||['.', '.']||||1920 x 1080 (HD 1080)||||||No||20 - -5 °|No|||50 - 85 Hz|100 x 100 mm|1|||||170 °|160 °|||6.5 kg||643 mm|||
No|AG Neovo X-17P - MediaShopUK|['Yes', 'Yes']|||5:4|Yes||||No|['No', 'No']||['Yes', 'Yes']|['No', 'No']|['Kensington', 'Kensington']|['AC, VGA', 'AC, VGA']||CB, FCC, CE, WEEE, RoHS, REACH|['Black', 'Black']|||||||1||1000:1|Yes|175 mm||24 - 82 kHz|50 - 85 Hz|||LCD|250 cd/m²|"431.8 mm (17 "")"|43.18 cm|16.77 M|1280 x 1024 pixels||||||Yes|1|||Unspecified|||No|||No|No|||||398 mm|No|||50/60 Hz|100 - 240 V||||||||||['2', '2']|||||['Yes', 'Yes']||10 - 90 %|0 - 40 °C||7.6 kg|228 mm|497 mm|486 mm|||['No', 'No']|No||0.264 x 0.264 mm||['Yes', 'Yes']||0.5 W||0.5 W|19 W||||Public display||['Yes', 'Yes']||3 ms|['3 W', '3 W']||||||||5 - 95 %|-20 - 60 °C|1280 x 1024 (SXGA)||1||No||No|Yes|0 - 20 °|No||||75 x 75, 100 x 100 mm|1|||||170 °|160 °||Yes|6.6 kg||409 mm||No|
No|Benq GW2450HM - MediaShopUK||||16:9||||||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']||['Kensington', 'Kensington']||||['Black', 'Black']||||||||20000000:1|3000:1|Yes|65 mm|181 mm|||||LED|250 cd/m²|"609.6 mm (24 "")"||16.77 M|1920 x 1080 pixels||||||Yes|1|||Unspecified|Yes|||['Black', 'Black']||Full HD|Yes||1||Yes|351 mm|No|437 mm|||90 - 264 V||||||||||['2', '2', '2']|['17', '17']||['Yes', 'Yes']|||||||['5.6 kg', '5.6 kg']|['134 mm', '134 mm']|['420 mm', '420 mm']|['650 mm', '650 mm']|Yes||||||||||0.3 W||27 W|||||||||['2 W', '2 W', '2 W']||||||||||||||||No|||['No', 'No']||||100 x 100 mm|1|||||178 °|178 °||Yes|4.1 kg||580 mm|580 mm||
|Lenovo ThinkVision LT2252P - MediaShopUK||Yes|||||W-LED|||||||||||['Black', 'Black']|||||||||1000:1||241.1 mm||||||LED|250 cd/m²|"558.8 mm (22 "")"||16.77 M|1680 x 1650 pixels|||LCD||1|Yes|1|||Unspecified|Yes|Gold||||No||||||367.1 mm|Yes|||||||||||||||||['Yes', 'Yes']|||||0 - 40 °C|||||||||Yes||0.282 x 0.282 mm|||||||20 W||['Yes', 'Yes']|||||||||||||['.', '.']|||10 - 80 °C|1680 x 1050 (WSXGA+)|||-45 - 45 °|Yes|||Yes|0 - 30 °||||||1||||||160 °|||5.14 kg||506 mm|||
No|Wortmann AG 3031191 LED display - MediaShopUK||Yes||16:9||||||['No', 'No']||['No', 'No']||['No', 'No']||||['Black', 'Black']||||||||15000000:1|||53 mm|213 mm|||||LED|250 cd/m²|"546.1 mm (21.5 "")"|54.6 cm|16.77 M|1920 x 1080 pixels|Yes||TN+Film||||1|||Unspecified|Yes|||||Full HD|Yes|['Yes', 'Yes']|1|||313 mm|No|369 mm|30 - 83 kHz|50/60 Hz|100 - 240 V|||||||||||||||['Yes', 'Yes']||||||||||||||0.248 x 0.248 mm||||||0.5 W|18 W||||||||5 ms|||||||||||1920 x 1080 (HD 1080)|1080i, 1080p, 480i, 480p, 576i, 576p, 720p|||||No|||No|||55 - 76 Hz|No|1|||||170 °|160 °||No|4 kg||513 mm|513 mm||
No|ASUS VE248H - MediaShopUK||||16:9||||||['No', 'No']||['Yes', 'Yes']||['Kensington', 'Kensington']|||CEL, UL/cUL, CB, CE, EuP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS, WEEE, Windows Vista & Windows 7 WHQL, RoHS|['Black', 'Black']||||||||10000000:1|1000:1||201 mm||30 - 83 kHz|50 - 76 Hz||||250 cd/m²|"609.6 mm (24 "")"||16.77 M|1920 x 1080 pixels|||||||1||||Yes|||||Full HD|Yes||1|3.5 mm|1|409.7 mm|||30 - 83 kHz|||||||||Yes||||||||||||638 x 175 x 480 mm|7.1 kg|175 mm|480 mm|638 mm||||||0.277 x 0.277 mm|||||1 W||35 W||||||||2 ms|['2 W', '2 W']||||||['.', '.']||||1920 x 1080 (HD 1080)||||||No||-5 - 20 °|No|||50 - 76 Hz|100 x 100 mm|1||610 mm|||170 °|160 °||Yes|4.4 kg||569.4 mm|||
No|Benq GW2460HM - MediaShopUK||||16:9||||16 mm||['No', 'No']||['Yes', 'Yes']||['No', 'No']||||['Black', 'Black']||||||||20000000:1|5000:1||54 mm|194 mm|||||LCD|250 cd/m²|"609.6 mm (24 "")"||16.77 M|1920 x 1080 pixels||||||||1||Unspecified|Yes|||||Full HD|Yes||1|3.5 mm|1|334 mm||434 mm|||||||||||||['2', '2']|['17', '17']||['Yes', 'Yes']||||||||||||||||0.276 x 0.276 mm||||||0.3 W|22 W||||||||4 ms|['1 W', '1 W']||||||||||1920 x 1080 (HD 1080)||||||No||-5 - 20 °|No||||100 x 100 mm|1|||||178 °|178 °||Yes|3.6 kg||565 mm|565 mm||
No|Samsung LS22C45KBWV LED display - MediaShopUK||||16:10||||||['No', 'No']||['No', 'No']|||['DVI, VGA', 'DVI, VGA']||TCO, UL, CSA, TUV, GB, IEC|['Black', 'Black']||||||||Mega Contrast|1000:1||55.5 mm|210 mm|||||LED|250 cd/m²|"558.8 mm (22 "")"||16.77 M|1680 x 1050 pixels|||TN+Film|['473.7 x 296.1 mm', '473.7 x 296.1 mm']|||1|||Unspecified|Yes|Gold||||No|No|||||329.8 mm|Yes|453.5 mm||50/60 Hz|100 - 240 V||||['Yes', 'Yes']|||||||||||||10 - 80 %|10 - 40 °C||6.4 kg|416 mm|188 mm|578 mm||||Yes|-1 - 95 °|0.282 x 0.282 mm||||||0.1 W|24 W||||||['Yes', 'Yes']||5 ms|||||||['.', '.']||||1680 x 1050 (WSXGA+)|||-45 - 45 °|Yes||No|Yes|-3 - 25 °|No||||100 x 100 mm|1|||||170 °|160 °||Yes|3.5 kg|5 kg|502.4 mm|502.4 mm||
No|Wortmann AG 2250W - MediaShopUK||||16:9||||||['No', 'No']||['Yes', 'Yes']||||||['Black', 'Black']||||||||15000000:1|||190 mm||30 - 80 kHz|55 - 75 Hz|||LCD|250 cd/m²|"546.1 mm (21.5 "")"|54.6 cm|16.77 M|1920 x 1080 pixels||||||||1||||||||Full HD|Yes|||||379 mm||||50/60 Hz|100 - 240 V||||||||||['2', '2']|||||||||||||||||||0.248 x 0.248 mm||||||0.5 W|15 W||||||||5 ms|||||||||||1920 x 1080 (HD 1080)|1080i, 1080p, 480i, 480p, 576i, 576p, 720p|||||No|||No||||No|1|||||170 °|160 °||No|3.1 kg||524 mm|||
No|iiyama ProLite GB2773HS-1 - MediaShopUK||||16:9||||||||['Yes', 'Yes']||['Kensington', 'Kensington']||||['Black', 'Black']||||||||1000:1|||230 mm||||||LED|300 cd/m²|"685.8 mm (27 "")"||16.77 M|1920 x 1080 pixels||||||Yes||||Unspecified|Yes|||||Full HD|Yes||1||1|522.5 mm|Yes|||50/60 Hz|100 - 240 V||||||||||['2', '2']|||||||||||||||||||||||||0.5 W|35 W||||||||1 ms|['4 W', '4 W']||||||['.', '.']||||1920 x 1080 (HD 1080)||||||No|||No||||100 x 100 mm|1|||||170 °|160 °||Yes|7.4 kg||647 mm|||['Yes', 'Yes']
No|LG 23CAV42K - MediaShopUK||||16:9||||||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']|||||UL(cUL), TUV-Type, FCC-B(CE), EPA, CCC, C-tick|||||||||5000000:1|1000:1||47 mm|131 mm|||||LED|250 cd/m²|"584.2 mm (23 "")"|58 cm|16.77 M|1920 x 1080 pixels|||IPS|||Yes||1||Unspecified|Yes||Yes|||Full HD|No||||1|332 mm|Yes|387 mm|||100 - 240 V|||||||Yes|||['2', '2', '2']|||||||||||||||||Yes|||||||||||||||||14 ms|['2 W', '2 W', '2 W']||||||['.', '.']||||1920 x 1080 (HD 1080)||||Yes||Yes|Yes||['No', 'No']|6|||100 x 100 mm|1|||||178 °|178 °||Yes|33.5 kg|5.56 kg|544 mm|544 mm||
No|AG Neovo U-17 - MediaShopUK|||NTSC, PAL|4:3, 5:4|Yes|||||['No', 'No']||['Yes', 'Yes']||['Kensington', 'Kensington']|['AC, VGA', 'AC, VGA']||UL/CUL, CB, FCC, CE, GOST-R, WEEE, RoHS, REACH, Vista/Basic|['Black', 'Black']|||||||||1000:1||390 mm||24 - 81 kHz|56 - 75 Hz|||LCD|250 cd/m²|"431.8 mm (17 "")"|43.2 cm|16.77 M|1280 x 1024 pixels|||||||1||||Yes|||||No|No|||3.5 mm|1|174 mm||||50/60 Hz|100 - 240 V||||['Yes', 'Yes']||||||['2', '2']|||||||10 - 90 %|0 - 40 °C|||||||||||||||1 W||1 W|20 W||||||['Yes', 'Yes']||3 ms|['1 W', '1 W']||||||||5 - 95 %|-20 - 60 °C|1280 x 1024 (SXGA)||||||No||0 - 20 °|No|||||1|||||170 °|160 °||Yes|5.7 kg||397 mm|||
No|NEC MultiSync E223W - MediaShopUK||Yes||16:10|||W-LED||No|['No', 'No']||['No', 'No']||['Kensington', 'Kensington']|['AC, DVI, VGA', 'AC, DVI, VGA']||TCO 5.2|['White', 'White']||||||||25000:1|1000:1||218 mm||||||LED|250 cd/m²|"558.8 mm (22 "")"|55.87 cm|16.77 M|1680 x 1050 pixels|Yes||TN+Film||1||1|||Unspecified|Yes|Silver|No|||No|Yes|||||384 mm|Yes||31.5 - 82.3 kHz|50/60 Hz|100 - 240 V|['Yes', 'Yes']|['Yes', 'Yes']||['Yes', 'Yes']|||||||||['Yes', 'Yes']||['Yes', 'Yes']||20 - 80 %|5 - 35 °C|||||||||Yes|0 - 90 °|0.282 x 0.282 mm||['Yes', 'Yes']|25 W||12 W|0.4 W|||['Yes', 'Yes']||||['Yes', 'Yes']||5 ms|||||||['.', '.']|['Yes', 'Yes']|||1280 x 960, 1366 x 768, 1024 x 768 (XGA), 1280 x 1024 (SXGA), 1280 x 720 (HD 720), 1280 x 768 (WXGA), 1360 x 768 (WXGA), 1400 x 1050 (SXGA+), 1440 x 900 (WXGA+), 1600 x 1200 (UXGA), 1680 x 1050 (WSXGA+), 640 x 480 (VGA), 800 x 600 (SVGA)|||-170 - 170 °|Yes||No|Yes|-5 - 30 °|No|||56 - 75 Hz|100 x 100 mm|1|||||170 °|160 °||Yes|5.6 kg||503.5 mm||No|['Yes', 'Yes']
|AOC e2343F - MediaShopUK||||16:9||||||No||['No', 'No']||||||||||||||50000000:1|||||31 - 83 kHz|55 - 75 Hz||||250 cd/m²|"584.2 mm (23 "")"|||1920 x 1080 pixels|||||||1||||||||||Yes|||||||||||||||||||||||||||||||||||||||0.2655 x 0.2655 mm|||||||28 W||||||||5 ms|||||||||||||||||||||||||1|||||160 °|160 °||||||||
No|AG Neovo DR-17P - MediaShopUK|['Yes', 'Yes']|Yes||5:4||||||['No', 'No']||['Yes', 'Yes']|||['AC, S-Video, VGA', 'AC, S-Video, VGA']||CB, FCC, CE, WEEE, RoHS, REACH|['White', 'White']|||||||||1000:1||175 mm||24 - 82 kHz|50 - 85 Hz|||LCD|250 cd/m²|"431.8 mm (17 "")"|43.2 cm|16.77 M|1280 x 1024 pixels|||||||1|||Unspecified||||||No||||||398 mm||||50/60 Hz|100 - 240 V||||||||||['2', '2']|||||||10 - 90 %|0 - 40 °C||7.9 kg|228 mm|497 mm|486 mm|Yes|||||0.264 x 0.264 mm||||0.5 W||0.5 W|20 W||['Yes', 'Yes']||||['Yes', 'Yes']||3 ms|['3 W', '3 W']|||||||['Yes', 'Yes']|5 - 95 %|-20 - 60 °C|1280 x 1024 (SXGA)||1||||No|Yes|0 - 20 °|No||||75 x 75, 100 x 100 mm|1|||||170 °|160 °||Yes|5.8 kg|6.6 kg|409 mm|||
No|ASUS VS247H-P - MediaShopUK||Yes||16:9||||||['No', 'No', 'No']||||['Kensington', 'Kensington']|['AC, DVI, VGA', 'AC, DVI, VGA']||UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, EK, J-MOSS,RoHS, WEEE|['Black', 'Black']||||||||50000000:1||||200 mm|30 - 80 kHz|55 - 75 Hz|||LED|300 cd/m²|"599.4 mm (23.6 "")"||16.77 M|1920 x 1080 pixels||||||Yes|1||||Yes||No|||Full HD|Yes|['Yes', 'Yes']|1|||||410.6 mm||||||||||||||||||||||618 x 130 x 469 mm|['6.8 kg', '6.8 kg']|['130 mm', '130 mm']|['469 mm', '469 mm']|['618 mm', '618 mm']||||||0.272 x 0.272 mm||||0.5 W|0.5 W||33 W||||||['Yes', 'Yes']||2 ms|||||||||||1920 x 1080 (HD 1080)|1080p|||||No||20 - -5 °|['No', 'No']||||100 x 100 mm|1|||||170 °|160 °||Yes||4.4 kg||561.8 mm||['Yes', 'Yes']
No|Hanns.G HL205DPB LED display - MediaShopUK||||16:9|||W-LED|||['No', 'No']||['Yes', 'Yes']|||['AC, Audio (3.5mm), VGA', 'AC, Audio (3.5mm), VGA']||TCO6.0, GS, CB|['Black', 'Black']||||||||80000000:1|1000:1||169.3 mm||30 - 82 kHz|55 - 76 Hz|||LED|250 cd/m²|"495.3 mm (19.5 "")"|49.53 cm|16.77 M|1600 x 900 pixels||||||Yes|1|||Unspecified|Yes||||||Yes|||||340.7 mm||||50/60 Hz|100 - 240 V||||['Yes', 'Yes']||||||['2', '2']|['12', '12']||['Yes', 'Yes']|['DEU, DUT, ENG, ESP, ITA, JPN, KOR, POR, RUS, SCR', 'DEU, DUT, ENG, ESP, ITA, JPN, KOR, POR, RUS, SCR']|||20 - 85 %|0 - 40 °C|||112 mm|380 mm|506 mm|Yes|||||0.27 x 0.27 mm||||0.5 W||0.5 W||['Yes', 'Yes']|['Yes', 'Yes']||||['Yes', 'Yes']||5 ms|['2 W', '2 W']||||||||||1600 x 900|||||||Yes|5 - 20 °|No||||100 x 100 mm|1|||||170 °|160 °||Yes|2.7 kg||457.3 mm|||
No|Wortmann AG 2760W - MediaShopUK||||16:9|Yes|||||['No', 'No', 'No']||['No', 'No', 'No']|||['AC, Audio (3.5mm), DVI, VGA', 'AC, Audio (3.5mm), DVI, VGA']||TÜV, CE, ISO 9241-307, TCO, ISO 9241-307, ISO 13406-2!|['Black', 'Black']||||||||20000000:1|||66 mm|240 mm|30 - 82 kHz|56 - 76 Hz|||LCD|300 cd/m²|"685.8 mm (27 "")"|68.6 cm|16.77 M|1920 x 1080 pixels||||||Yes|1||||Yes|||||Full HD|Yes||1|3.5 mm||400 mm||455 mm||50/60 Hz|100 - 240 V||||['Yes', 'Yes']|||||||||||||||||||||||||0.3114 x 0.3114 mm||||0.5 W||0.5 W|24 W||||||||3.4 ms|||||||||||1920 x 1080 (HD 1080)|1080i, 1080p, 480i, 480p, 576i, 576p, 720p|||||No|||['No', 'No']||||100 x 100 mm|1|||||170 °|160 °||Yes||5.4 kg|647 mm|647 mm||['Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate', 'Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate']
No|Philips 221TE4LB - MediaShopUK|||['NTSC, PAL, SECAM', 'NTSC, PAL, SECAM']|16:9|||W-LED|||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']|||['AC, VGA', 'AC, VGA']|||['Black', 'Black']|Yes|Yes|||1|||20000000:1|1000:1||38 mm|174 mm|||||LCD|250 cd/m²|"546.1 mm (21.5 "")"|54.6 cm|16.77 M|1920 x 1080 pixels|||||||||||||||['Yes', 'Yes']|Full HD|Yes||1||1|345 mm|No|384 mm||50/60 Hz|100 - 240 V||||['Yes', 'Yes']||||||['2', '2', '2']|['28', '28']||['Yes', 'Yes']|||||5 - 40 °C||['4.37 kg', '4.37 kg']|['116 mm', '116 mm']|['446 mm', '446 mm']|['567 mm', '567 mm']|Yes|||||||['Yes', 'Yes']|34 W|0.3 W||0.3 W|25.6 W||['Yes', 'Yes']||||['Yes', 'Yes']||5 ms|['6 W', '6 W', '6 W']|||['4:3, 14:9, 16:9, Zoom', '4:3, 14:9, 16:9, Zoom']|||['.', '.']|['Yes', 'Yes']|||1920 x 1080 (HD 1080)|1080i, 1080p, 480i, 480p, 576i, 576p, 720p|||||No||0 - 15 °|['Yes', 'Yes']|1|||100 x 100 mm|1|||||170 °|160 °||Yes|3 kg|3.24 kg|529 mm|529 mm||
No|ASUS VW22ATL - MediaShopUK|||||||W-LED|||['No', 'No']||['Yes', 'Yes']||['Kensington', 'Kensington']|['AC, DVI, VGA', 'AC, DVI, VGA']||BSMI, CB, CCC, CE, C-Tick, ErP, FCC, Gost-R, J-MOSS, RoHS, TCO5.2, TUV-Ergo, TUV-GS, UL/cUL, VCCI, WEEE, WHQL (Windows 7)|['Black', 'Black']||||||||5000000:1|||63.34 mm|213.93 mm|||||LED|250 cd/m²|"558.8 mm (22 "")"|55.9 cm|16.77 M|1680 x 1050 pixels|||TN+Film||||1|||Unspecified|Yes||||['Yes', 'Yes']|HD-ready|Yes|||3.5 mm||340.79 mm|Yes|364.33 mm|31 - 83 kHz|50/60 Hz|100 - 240 V||||||||||['2', '2']|||||||||||212 mm|412 mm|640 mm|Yes|||Yes||||||||0.3 W|33 W||||||['Yes', 'Yes']||5 ms|['2 W', '2 W']||||||['.', '.']||||1680 x 1050 (WSXGA+)||||||No||-5 - 15 °|No|||56 - 76 Hz|100 x 100 mm|1|||||170 °|160 °||Yes|6 kg||513.95 mm|513.95 mm||
No|Viewsonic LED LCD VX2452mh - MediaShopUK||Yes||16:9|Yes||W-LED||No|||['Yes', 'Yes']|['No', 'No']|['No', 'No']|['Audio (3.5mm), DVI, VGA', 'Audio (3.5mm), DVI, VGA']||CE,CB, BSMI, PSB, SASO, C-tick, UL/cUL, FCC-B (incl. ICES003), TUV-S, NOM, GOST-R/Hygienic, UkrSEPRO, Erp, CCC, China Energy, WEEE, RoHS, SVHC|['Black', 'Black']||||||||50000000:1|1000:1||53 mm|222.5 mm|24 - 82 kHz|50 - 75 Hz|||LED|300 cd/m²|"599.4 mm (23.6 "")"|59.94 cm||1920 x 1080 pixels|Yes||TFT|||Yes|1|||Unspecified|Yes|Silver|No|||Full HD|Yes||1|||356.7 mm|No|431.7 mm|24 - 82 kHz|50/60 Hz|100 - 240 V|||['Yes', 'Yes']|||['30000 h', '30000 h']||||['2', '2']|||['Yes', 'Yes']||['Yes', 'Yes']||10 - 90 %|0 - 40 °C||5.4 kg|123 mm|454 mm|609 mm|||['No', 'No']|No||||['Yes', 'Yes']|||15.8 W||21.5 W|['Yes', 'Yes']||||['1', '1']|['Yes', 'Yes']||2 ms|['4 W', '4 W']|||||Yes|['.', '.']||||1920 x 1080 (HD 1080)|1080p|||No||No|Yes|0 - 20 °||||50 - 75 Hz|100 x 100 mm|1||599 mm|521 mm|292 mm|170 °|160 °||Yes|3.5 kg|3.8 kg|559.2 mm|559.2 mm|No|['Yes', 'Yes']
No|Philips 234E5QHSB - MediaShopUK||Yes||16:9|||W-LED||No|['No', 'No', 'No']||['No', 'No', 'No']||['Kensington', 'Kensington']||['No', 'No']|RoHS, BSMI, CE Mark, cETLus, FCC B, GOST, SASO, SEMKO, TUV/ISO9241-307, WEEE|['Black', 'Black']||||||||20000000:1|1000:1||45 mm|213 mm|30 - 83 kHz|56 - 75 Hz|532 x 414 x 213 mm||LED|250 cd/m²|"584.2 mm (23 "")"|58.4 cm|16.77 M|1920 x 1080 pixels|Yes||IPS|||No|||['509.18 x 286.41 mm', '509.18 x 286.41 mm']|Unspecified||Silver|No|||Full HD|Yes||1|||325 mm|No|414 mm||50/60 Hz|100 - 240 V|['Yes', 'Yes']||['Yes', 'Yes']|||['30000 h', '30000 h']||Yes|0 - 12192 m||['21', '21']||['Yes', 'Yes']|['CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR', 'CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR']|['Yes', 'Yes']|0 - 3658 m||0 - 40 °C|577 x 475 x 105 mm|['5.16 kg', '5.16 kg']|['105 mm', '105 mm']|['475 mm', '475 mm']|['577 mm', '577 mm']||['SmartImage Lite', 'SmartImage Lite']|['No', 'No']|No||0.265 x 0.265 mm||['Yes', 'Yes']||0.3 W||0.5 W|28.4 W||['Yes', 'Yes']|||||20 - 80 %|5 ms||||['4:3, 16:9', '4:3, 16:9']||Yes|['.', '.']|['Yes', 'Yes']||-20 - 60 °C|1920 x 1080 (HD 1080)|1080p|||No|Yes|No|Yes|-5 - 20 °|['No', 'No']||||100 x 100 mm|1||584 mm|509.1 mm|286.41 mm|178 °|178 °||Yes|3.11 kg|3.46 kg|532 mm|532 mm|No|['Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64', 'Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64']
