3d compatibility|<page title>|ac adapter included|ac power in|annual energy consumption|anschlüsse|aspect ratio|audio input|audio output|auflösung empfohlen|backlight type|bezel width bottom|bezel width side|bezel width top|bildformat|blickwinkel horizontal|blickwinkel vertikal|bluetooth|builtin camera|builtin microphone|builtin speakers|builtin subwoofer|cable lock slot|cables included|camera included|card reader integrated|certification|colour|colour of product|common interface ci|common interface plus ci|compatible memory cards|compatible with vesawall mounting system|compliance industry standards|composite sync|composite video in|connection to pc|contrast ratio dynamic|contrast ratio typical|dcin jack|depth|depth with stand|digital horizontal frequency|digital vertical frequency|dimensions w x d x h|dimensions w x d x h with stand|display|display brightness|display diagonal|display diagonal metric|display number of colours|display resolution|display srgb|display surface|display technology|display type|display viewable area hxv|displaygröße|displayports quantity|dvi port|dvid ports quantity|dvii ports quantity|effective viewing area|eigenschaften|electromagnetic compatibility|energy efficiency class|energy star certified|epeat compliance|ethernet lan|ethernet lan connection|farbe allgemein|farbe herstellerspezifisch|feet colour|full hd|gewicht netto|glossy display|handheld remote control|hd type|hdcp|hdmi|hdmi ports quantity|hdready|headphone connectivity|headphone out|headphone outputs|height|height adjustment|height with stand|helligkeitleuchtstärke|horizontal scan range|input frequency|input voltage|io ports|kontrastverhältnis|lcd paneltechnologie bzw tm |led backlight|led indicators|linux operating systems supported|mac operating systems supported|manual|maximum resolution|mean time between failures mtbf|megapixel|microphone in|mobile highdefinition link mhl|netzteil|nonoperating altitude|number of colours|number of loudspeakers|number of osd languages|number of products included|on screen display osd|on screen display osd languages|onoff switch|operating altitude|operating relative humidity hh|operating relative humidity range|operating temperature range tt|operating temperature tt|package dimensions wxdxh|package weight|packaging depth|packaging height|packaging width|pc audio in|picture enhancement|pictureinpicture|pivot|pivot angle|pixel pitch|placement supported|plug and play|power consumption|power consumption active|power consumption average|power consumption economy mode|power consumption max|power consumption off|power consumption powersave|power consumption standby|power consumption typical|power cord included|power led|power requirements|product type|prüfzeichenzertifikatezulassungen|quantity|quick start guide|reaktionszeit|relative humidity|response time|rms rated power|rotating|safety|screen saving functions|separate hv sync|signalart|standby led|storage relative humidity hh|storage relative humidity range|storage temperature range tt|storage temperature tt|strahlungsnorm|supported graphics resolutions|supported video modes|svideo in|svideo inputs quantity|swivel|swivel angle|swivel angle range|swivel webcam|swivelling|syncongreen sog|thin client installed|tilt adjustment|tilt angle|tv tuner integrated|usb 20 ports quantity|usb 30 ports quantity|usb powered|user guide on cdrom|vertical scan range|vesa bohrung|vesa mounting interfaces compatibility|vga dsub ports quantity|video dot rate|viewable size diagonal|viewable size horizontal|viewable size vertical|viewing angle horizontal|viewing angle vertical|volume control|wall mountable|weight|weight with stand|width|width with stand|wifi|windows operating systems supported|wireless lan connection
N|"VP2770-LED - ViewSonic VP2770-LED LED monitor 27"" - Xpcpro.com"||Y|||16:9||||W-LED||||||||N||N||||||CB, TCO6.0, WEEE, RoHS, UL, cUL, FCC-B, TUV-S ULAR, NOM, GS, CE, ErP, REACH, GOST-RHygienic, Ukraine, CCC,CEL, CECP||Black||||||Y|||20000000:1|1000:1||56 mm|347.8 mm|24 - 92 kHz|50 - 75 Hz|||LED|300 cd/m²|"['68.5 cm', '27 ""']"|||2560 x 1440 pixels|||IPS||||1||1||||||Y|Gold||||||||||N|Y|Y|1|||||381.7 mm|Y|469.7 mm|||50/60 Hz|100 - 240 V|||||||Y||2560 x 1440 pixels|30000 h|||||||||1 pcs|Y||Y|||20 - 90 %|0 - 40 °C||||||||||Y|0 - 90 °|0.233 x 0.233 mm|Horizontal/Vertical||||30 W|||||22 W|40 W||Y||||||||12 ms||||Y|Y||Y||||||2048 x 1152, 2560 x 1440, 1920 x 1080 HD 1080||||||-60 - 60 °|||Y|N||-5 - 23 °|N|2|2|||||100 x 100 mm|1|||||178 °|178 °||Y|5800 g|8450 g|642.7 mm|642.7 mm||Y|
|"VA2214S - ViewSonic VA2214S LED monitor 22"" 1920 x - Xpcpro.com"||||DVI-D||||1.920 x 1.080|||||Wide 15:9/16:9/16:10|178 °|178 °|||||||||||||||||||||||||||||||||||||||||"54.6 cm 21.5"""|||||||||||||schwarz||||2,610 kg||||||||||||||250 cd/qm|||||3000 :1|MVA|||||||||||||||||||||||||||||||||||||||||||||||||||CB, CE, Energy Star, NEMKO, RoHS, WEEE|||5 ms||||||||digital/analog||||||||||||||||||||||||||100 x 100 mm|||||||||||||||||
N|GB2488HSU-B1 - Iiyama GB2488HSU-B1 61CM 24IN LED - Xpcpro.com|||||16:9|||||||||||N|N||Y|N|Kensington|AC, AUX, DisplayPort, DVI, USB||N|CE, TÜV, GOST-R, VCCI-B, PSE||Black|||||||||5000:1|1000:1|||230 mm|30 - 160 kHz|55 - 145 Hz|||LED|350 cd/m²|"24 """|61 cm|16.77 M|1920 x 1080 pixels|||||||2||2|||||Unspecified||||||||||||Full HD|Y||3||||1||Y|518 mm|||50/60 Hz|100 - 240 V||||||||Y|||||||||2|9||Y||||||||||||||||Y|0 - 90 °|0.277 x 0.277 mm||Y||||||||0.5 W|38 W|||||||Y|||1 ms|6 W||||Y||||||||1280 x 1024 SXGA, 1920 x 1080 HD 1080|||||||||||Y|-5 - 22 °||2||||||100 x 100 mm||||531.36 mm|298.89 mm|170 °|160 °||Y||5500 g|568 mm|568 mm||Y|
N|E2480HS-B1 - Iiyama ProLite E2480HS  LED monitor  - Xpcpro.com||Y|- kWh||16:9|Y|||Edge-lit LED|||||||N|N|N|Y|N|Kensington|AC, Audio 3.5mm, DVI, VGA||N|CE, TUV-GS, TCO, CU||Black|N|N|||||||5000000:1|1000:1||213.5 mm||||||LED|300 cd/m²|"23.6 """||16.77 M|1920 x 1080 pixels|||TNFilm||||||1|||||Unspecified|Y|-||N||||Y|||N||Y||1|||||401 mm|N|||24 - 80 kHz|50/60 Hz|100 - 240 V|||||||Y||||||||||2 pcs|9||Y|CHI SIMPL, DEU, ENG, ESP, FRE, ITA, JPN, POR, RUS|Y|||10 - 80 %|5 - 35 °C||||||||||||0.2715 x 0.2715 mm||Y||||||||1 W|22 W||Y|||||Y|||2 ms|4 W||||Y||||5 - 85 %|-20 - 60 °C|||1920 x 1080 HD 1080||||||||||N||-4 - 21 °|N|||N||56 - 75 Hz||100 x 100 mm|1|||521.28 mm|293.22 mm|170 °|160 °||Y|4300 g||571.5 mm|||Y|
N|C9V75AA#ABB - HP EliteDisplay E231, LED monitor - Xpcpro.com||Y|||16:9||||W-LED||||||||N||N|||AC|||CE, CB, KC, KCC, NOM, PSB, ICE, TUV-S, CCC, CEL 1, CECP, SEPA, TCO Edge, EPA, ISC, VCCI ,FCC, BSMI||Black|||||||||50000000:1|1000:1||51 mm|242.4 mm|||||LED|250 cd/m²|"['23 ""', '58.42 cm']"||16.77 M|1920 x 1080 pixels|||TNFilm||||1|Y|1|||||Unspecified|Y|Gold||N||||||N||Full HD|Y|||||||329 mm|Y|469.9 mm||24 - 94 kHz|50/60 Hz|95 - 265 V|||||Y|Y||Y||||||||||||Y||||||5 - 35 °C|||8340 g|||||||Y|0 - 90 °|||Y|||||36 W|||0.5 W|33 W||Y|||||Y|||5 ms|||||||Y|||-20 - 60 °C|||1920 x 1080 HD 1080|1080p|||||0 - 360 °||Y||N|Y|-5 - 30 °|N|3||||50 - 76 Hz||Y mm|1|||||170 °|160 °||Y|3900 g|6100 g|544 mm|544 mm||Y|N
N|VG2039M-LED - ViewSonic VG2039M-LED LED monitor - Xpcpro.com||Y|||16:9|Y|||W-LED|||||||N|N|N|Y|Y|Kensington|AC, Audio 3.5mm, DVI, USB, VGA||N|UL/cUL, FCC-B, REACH, RoHS||Black|||N||||||20000000:1|1000:1||59 mm|250 mm|24 - 82 kHz|50 - 75 Hz|||LED|250 cd/m²|"20 """|50.8 cm||1600 x 900 pixels|||||||1||1|||||Unspecified|Y|Silver|N||||||||||N||||||1|274 mm|Y|382 mm||||100 - 240 V|||||||Y|||||N|||||2|||Y||Y||10 - 90 %|||0 - 40 °C||4800 g|130 mm|445 mm|521 mm|||||||||||||17 W||||15 W|||||||Y|||5 ms|4 W||||Y||||||||1600 x 900, 1280 x 1024 SXGA||||||0 - 360 °||Y||N|Y|-5 - 20 °|N|3||||||100 x 100 mm|1||49.53 mm|432 mm|239 mm|170 °|160 °||Y|2600 g|3700 g|466 mm|466 mm|N|Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64|
|LS24B42XBWG/EN - Samsung SB420 Series S24B420BW - Xpcpro.com|||||16:9|||||||||||N||||||AC, DVI, VGA|||||Grey|||||||||Mega Contrast|1000:1||60.9 mm|220 mm|||||LED|250 cd/m²|"24 """|60.96 cm|16.77 M|1920 x 1200 pixels|||PLS|||||Y|1|||||Unspecified|Y|Gold|N||||||||||Y|||||||360 mm|Y|329.9 mm|||||||||Y||Y|Y||||||||||||Y||Y|||||||6300 g|192 mm|441 mm|633 mm||||Y|-1 - 115 °|0.27 x 0.27 mm||Y|||||||24 W|0.1 W|30 W||Y|||||Y|||5 ms|||||||Y||||||1920 x 1200 WUXGA||||||-45 - 45 °||Y||N|Y|-5 - 22 °||||||||100 x 100 mm|1|||||170 °|160 °||Y|5100 g||556.2 mm|556.2 mm|N||
|LS24C65UDW/EN - Samsung S24C650DW  LED monitor  - Xpcpro.com|||||16:10|||||||||||N||||||DVI, USB, VGA|||||Black|||||||||Mega Contrast|1000:1||54.2 mm|224 mm|||||LED|250 cd/m²|"24 """||16.77 M|1920 x 1200 pixels|||AD-PLS||||1|Y||||||Unspecified|||N|||||||||||||||||359.35 mm|Y|387.25 mm|||50/60 Hz|100 - 240 V|||||Y|||Y||||||||||||||Y|||||||7350 g|433 mm|188 mm|628 mm||||Y|-1 - 95 °|||Y||||||||25 W|35 W||Y|||||Y|||5 ms||Y|||||Y||||||1920 x 1200 WUXGA|||||||||||Y|-3 - 25 °||3||||||100 x 100 mm|1|||||178 °|178 °||Y|4100 g|5700 g|554.8 mm|554.8 mm|N||
|"UM.EB6EE.009 - Acer B226WLwmdr LED monitor 22"" - Xpcpro.com"|||||16:10||||||||||||N||Y||||||||White|||||||||100000000:1|||52 mm|221.2 mm|||||LCD|250 cd/m²|"['55.9 cm', '22 ""']"||16.77 M|1680 x 1050 pixels||||||||Y||||||Unspecified||Gold|||||||||||Y|||||||333.1 mm|Y|534.1 mm||||110 - 220 V||||||||||||||||||||||||||||||||||||Y||||||||||0.35 W||0.45 W|17.2 W||||||||||5 ms|||||||||||||||||||||||N|||N|||||||100 x 100 mm|1|||||170 °|160 °||Y|3090 g|5750 g|505.8 mm|505.8 mm|||
|LU28D590DS/EN - Samsung U28D590DS  LED monitor  - Xpcpro.com||||||||||||||||N||||||DisplayPort, HDMI|||||Black|||||||||Mega Contrast|1000:1||64.7 mm|169.4 mm|||||LED|370 cd/m²|"28 """|70.8 cm||3840 x 2160 pixels||Matt|TN||||1|N||||||Unspecified|||N|||||||||4K Ultra HD|||2|||Y||410 mm|N|486.3 mm|||50/60 Hz|100 - 240 V|||||Y|||Y||||||||||||||Y|||||||7400 g|109 mm|452 mm|794 mm||||||||Y||||||||0.3 W|32 W||Y||||||||1 ms|||||||Y||||||3840 x 2160||||||||||N||||||||||||||||170 °|160 °|||5050 g|5650 g|660.9 mm|660.9 mm|N||
N|TD2420 - ViewSonic TD2420-LED 24IN 1920X1080 - Xpcpro.com|||||16:9|1|||W-LED||||||||||Y|||AC, Audio 3.5mm, DVI, USB, VGA|||EPEAT Silver||Black|||||||||20000000:1|1000:1||346.8 mm||24 - 83 kHz|50 - 75 Hz||555.9 x 174.8 x 421.9 mm||200 cd/m²|"24 """|||1920 x 1080 pixels||||LED|520.69 x 292.09 mm||||1||||||Y||||||||||||Y||1|||1||56.1 mm|||||50/60 Hz|100 - 240 V||||Y|||||||||||||2 pcs|||Y|||||20 - 90 %|0 - 40 °C||506 x 151 x 498 mm|3700 g||||||||||||||||||20 W||25 W||||||||||5 ms|4 W||||Y||||||||||||||||||||-5 - 20 °||||||||100 x 100 mm|1||599.44 mm|||170 °|160 °||Y|2400 g|3000 g|555.9 mm||||
N|"LS24C750PS/EN - Samsung S24C750P, LED monitor 24"", - Xpcpro.com"|Y||||16:9||Y||||||||||N|||N||HDMI|||||Black, Metallic, Silver|||||||||Mega Contrast|3000:1|Y|32.1 mm|200 mm|||||LED|250 cd/m²|"24 """||16.77 M|1920 x 1080 pixels||||||||||||||Unspecified|Y|||||||||||Full HD||Y|2|||||332 mm||463.5 mm|||50/60 Hz|100 - 240 V|||||||Y||1920 x 1080 pixels|||||||||||Y||Y|||||||6800 g|160 mm|409 mm|653 mm|||N|Y|||Horizontal/Vertical|||||||0.3 W||0.3 W|23 W||Y||||1|Y|||5 ms||||Y|||Y||||||||||||||||N|Y||N||||Y|||N mm|1|||||178 °|178 °||N|3150 g|4950 g|555.8 mm|555.8 mm||Windows 8, Y|
|LS22B42XBWV/EN - Samsung SB420 Series S22B420BW - Xpcpro.com|||||16:9|||||||||||N|||||||||||Grey|||||||||Mega Contrast|1000:1||60.25 mm|220 mm|||||LED|250 cd/m²|"22 """|55.88 cm|16.77 M|1680 x 1050 pixels|||TN|||||Y|1|||||Unspecified|Y|Gold|N||||||||||Y|||||||331.5 mm|Y|359.25 mm|||||||||Y||Y|||||||||||||Y||Y|||||||5500 g|192 mm|406 mm|582 mm||||Y|-1 - 115 °|0.282 x 0.282 mm||Y||||||||0.3 W|25 W||Y||||||||5 ms|||||||Y||||||1680 x 1050 WSXGA||||||-45 - 45 °||Y||N|Y|-5 - 22 °||||||||100 x 100 mm|1|||||170 °|160 °||Y||4100 g|505.5 mm|505.5 mm|N||
|"60002932 - NEC MultiSync E231W - LED monitor 23"" - - Xpcpro.com"|||||Not specified||||||||||||||No||Not specified||No||ENERGY STAR 5.0, TCO 5.0, EPEAT Gold, Windows 7||Black||||100 x 100 mm|||||25000:1|1000:1||329.1 mm|381.8/491.8 mm|||||TN+Film|250 cd/m²|"58.4 cm (23 "")"|||1920 x 1080 pixels|Yes||||||1||1||||||Yes|||||||Yes|||||No||Not specified|||||71 mm||213.9 mm||31.5 - 83.0 kHz||||||||||||||||||Not specified|||||||0 - 2000 m||20 - 80 %|5 - 35 °C||||||||||||0.265 x 0.265 mm||Yes|28 W||||||0.34 W||||||||||||5 ms|||||||||10 - 85 %|-10 - 60 °C||||||||||||||||No|||||56 - 75 Hz|||1|||||Not specified|Not specified|||4200 g|6200 g|550.1 mm|550.1 mm|||
|242G5DJEB/00 - Philips Brilliance 242G5DJEB, LED - Xpcpro.com|||||16:9|||||||||||||||||||||N|||||||||||1000:1|||||||||350 cd/m²|||||Y||||||||||531.36 x 298.89 mm||||||||||||||||||||||||130 mm|565 mm||||||||||||||30.000 h|||||||||||||||20 - 80 %|0 - 40 °C||631 x 422 x 287 mm||||||||||0.277 x 0.277 mm||||18.58 W||||0.3 W||0.5 W|||||||||||5 ms||||||||||-20 - 60 °C|||||||||||||||||||||||||||||||||||||||
N|XU2290HS-B1 - Iiyama ProLite XU2290HS-1 LED - Xpcpro.com||Y|||16:9|Y|||||||||||N||Y|||AC, Audio 3.5mm, DVI, HDMI, VGA|||TCO, CE, TUV-Bauart, VCCI-B, PS||Black|||||||||5000000:1|1000:1||180 mm||30 - 80 kHz|56 - 75 Hz|||LCD|250 cd/m²|"21.5 """|58.4 cm|16.77 M|1920 x 1080 pixels||||||||Y||||||Unspecified||||||||||||Full HD|Y||1|||||387.5 mm||||24 - 80 kHz|50/60 Hz|100 - 240 V|||||||||||||||||2|||||||10 - 80 %|||5 - 35 °C||5900 g|127 mm|459 mm|605 mm||||||0.265 x 0.265 mm|||||||52 W||||24 W|||||||Y|||5 ms|2 W|||||||5 - 85 %|||-20 - 60 °C||1920 x 1080 HD 1080||||||||||N|||N|||||56 - 75 Hz||100 x 100 mm|1|||||89 °|89 °||Y|3220 g|4000 g|532.5 mm||||
N|246V5LHAB/00 - Philips V-line 246V5LHAB, LED - Xpcpro.com||Y|||16:9||||W-LED|||||||N|N||Y||Kensington|AC|||BSMI, CE Mark, cETLus, FCC B, GOST, PSB, SASO, SEMKO, TCO, TUV/ISO9241-307, WEEE||Black|||||||||10000000:1|1000:1||63 mm|238 mm|||||LED|250 cd/m²|"['24 ""', '61 cm']"||16.77 M|1920 x 1080 pixels|Y|||||||N||||||Unspecified|Y|Silver||N||||||||Full HD|Y||1||3.5 mm|1||354 mm||435 mm||30 - 83 kHz|50/60 Hz|100 - 240 V|||||Y|Y||Y||30000 h|||||0 - 12192 m||2|||Y||Y|0 - 3658 m||20 - 80 %|0 - 40 °C|||6050 g|131 mm|446 mm|613 mm|Y|||||0.277 x 0.277 mm||Y||||||0.5 W||0.3 W|21.75 W||Y|||||Y|||5 ms|4 W||RoHS||Y||Y|||-20 - 60 °C|||1920 x 1080 HD 1080|1080p||||||||Y|N|Y|-5 - 20 °|N|||||56 - 75 Hz||100 x 100 mm|1|||531.36 mm|298.89 mm|170 °|160 °||Y|4220 g|4650 g|565 mm|565 mm||Y|N
|"27MP35HQ - LG 27MP35HQ LED monitor 27""  1920 x - Xpcpro.com"||Y|34 kWh||16:9||||W-LED|||||||N|||||Kensington|AC, VGA|||UL cULTUV-TypeFCC-BCE||Black|||||||||5000000:1|1000:1||47 mm|254 mm|30 - 83 kHz|56 - 75 Hz|||LED|200 cd/m²|"27 """|68 cm|16.77 M|1920 x 1080 pixels|||IPS|||||N||||||Unspecified|Y||N|||||||||Full HD|Y||1||||1|390 mm||485 mm|||50/60 Hz|100 - 240 V|||||Y|||Y||||||||||17||Y||Y|||||||7300 g|470 mm|158 mm|796 mm||||||0.3114 x 0.3114 mm||Y||||||0.3 W||0.3 W|23 W||Y|||||Y|||5 ms|||||||Y||||||1920 x 1080 HD 1080|1080p|||||||||N|Y|-5 - 20 °||||||||100 x 100 mm|1|||||178 °|178 °||Y|4200 g|4800 g|642 mm|642 mm|N||
N|VG2439M-LED - ViewSonic VG2439m-LED LED monitor - Xpcpro.com||Y|||16:9|Y|||W-LED||||||||N||Y||Kensington||||CE, CB, UL, cUL, FCC-B/ICES-003B, RoHS, Mexico Energy, NOM, WEEE||Black||||||||Y|20000000:1|1000:1||58.2 mm|239.6 mm|||||LED|300 cd/m²|"24 """|||1920 x 1080 pixels|||||||||1||||||Y|Gold||||||Y||N|||Y|||||||332.7 mm|N|435.2 mm||24 - 82 kHz||100 - 240 V|||||||||||||||||2 pcs|||Y|||||10 - 90 %|0 - 40 °C||||190 mm|508 mm|634 mm|||||||||||||||||24 W||||||||||5 ms|3 W||||Y||||||||1920 x 1080 HD 1080||||||||||N||-5 - 20 °|N|||||50 - 75 Hz||100 x 100 mm|1|||||170 °|160 °||Y|3700 g|5200 g|560.3 mm|560.3 mm|||
N|220B4LPCS/00 - Philips Brilliance B-line - Xpcpro.com|||||16:10||||W-LED||||||||N||Y||Kensington||||BSMI, CE, FCC B, GOST, SASO, SEMKO, TCO 5.2, TUV Ergo, TUV/GS, UL/cUL, WEEE, RoHS|||||||||||20000000:1|1000:1||59 mm|227 mm|30 - 83 kHz|56 - 75 Hz|||LCD|250 cd/m²|"['55.9 cm', '22 ""']"||16.77 M|1680 x 1050 pixels|Y||||||||1||473.76 x 296.1 mm||||Y|Gold||||||||||N|Y|||||1||349 mm|Y|509 mm|||50/60 Hz|100 - 240 V|||||||Y|||30000 h|||||||2 pcs|||Y|CHI SIMPL, DEU, ENG, ESP, FRE, ITA, POR, RUS||0 - 3658 m|||0 - 40 °C|||7050 g|186 mm|391 mm|565 mm|Y|||Y||0.282 x 0.282 mm||Y|||||||11.7 W|0.3 W|15.8 W||Y|||||||20 - 80 %|5 ms|3 W||||Y||Y|||-20 - 60 °C|||1680 x 1050 WSXGA|||||-65 - 65 °||||Y|||-5 - 20 °||2||||||100 x 100 mm|1|||||170 °|160 °||Y|3380 g|5200 g|504 mm|504 mm||Y|
N|XB2380HS-B1 - Iiyama ProLite XB2380HS LED monitor - Xpcpro.com||Y|- kWh||16:9||||||||||||N||Y||Kensington|AC, Audio 3.5mm, DVI, VGA|||CE, TUV-GS, VCCI-B, TCO, CU||Black||||||||Y|5000000:1|1000:1||- mm|244.5 mm|24 - 80 kHz|56 - 75 Hz|||LED|250 cd/m²|"23 """||16.77 M|1920 x 1080 pixels|Y||IPS||||||1|||||Unspecified|Y|-||||||Y|||||Y|Y|1|||||- mm|['Y', '130 mm']|415.5 mm|||50/60 Hz|100 - 240 V|||||||Y||1920 x 1080 pixels||||||||2 pcs|9|1 pcs|Y|CHI SIMPL, DEU, ENG, ESP, FRE, ITA, JPN, POR, RUS|Y||||||||||||||Y|0 - 90 °|02652 x 0.2652 mm|Horizontal/Vertical|Y||||||||1 W|26 W||Y|||||Y|||5 ms|4 W|||Y|Y||Y||||||1920 x 1080 HD 1080|||||-160 - 160 °|||||N||-5 - 22 °|N|||||||100 x 100 mm|1|||509.18 mm|286.41 mm|178 °|178 °|Digital|Y|- g|5800 g|- mm|548.5 mm||Y|
N|"234E5QDAB/00 - Philips 234E5QDAB  LED monitor 23"" - Xpcpro.com"|||||16:9|Y|Y||W-LED||||||||N||Y||Kensington|AC|||||Black|||||||||20000000:1|1000:1||45 mm|213 mm|||||LCD|250 cd/m²|"23 """|58.4 cm|16.77 M|1920 x 1080 pixels||Gloss||||||Y|1|||||Unspecified|Y|Silver||||||||||Full HD|Y||1||||1|325 mm||414 mm||30 - 83 kHz|50/60 Hz|100 - 240 V|||||Operation, Stand-by|||||30000 h|||Y||0 - 12192 m||2|22||Y|CHI SIMPL, CHI TR, CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR||0 - 3658 m||||0 - 40 °C||5160 g|105 mm|475 mm|577 mm|Y|||Y||0.265 x 0.265 mm||Y||||||0.3 W||0.5 W|19.39 W|||||||||20 - 80 %|5 ms|10 W||||||||||-20 - 60 °C||1920 x 1080 HD 1080|1080p|||||||||N|Y|-5 - 20 °|N|||||56 - 75 Hz||100 x 100 mm|1|||||178 °|178 °||Y|3110 g|3460 g|532 mm|532 mm|||
N|247E4LHSB/00 - Philips E-line 247E4LHSB LED - Xpcpro.com|||||16:9||Y||W-LED||||||||N||N||Kensington|AC|||RoHS, BSMI, CE Mark, FCC B,GOST, PSB, SASO, SEMKO, TCO 6.0, TUV/ISO9241-307, UL/cUL, WEEE||Black|||||||||20000000:1|1000:1||39 mm|193 mm|||||LED|250 cd/m²|"['59.9 cm', '23.6 ""']"||16.77 M|1920 x 1080 pixels||||||||N|||||||Y|Silver||N||||||||Full HD|||2|||||348 mm||434 mm||30 - 83 kHz|50/60 Hz|100 - 240 V|||||Y|Y||Y||30000 h||||||||||Y|||0 - 12192 m||20 - 80 %|0 - 40 °C|||5600 g|104 mm|505 mm|605 mm||||||0.272 x 0.272 mm||Y||||||0.3 W||0.5 W|17.2 W||Y|||||Y|||5 ms|||||Y||Y|||-20 - 60 °C|||1920 x 1080 HD 1080|||||||||Y|N|Y|-5 - 20 °|N|||||56 - 75 Hz|||1|||521.28 mm|293.22 mm|178 °|170 °|||3160 g|3440 g|557 mm|557 mm||Y|N
N|"E950SWDAK - AOC Value e950Swdak LCD monitor 18.5"" - Xpcpro.com"|||- kWh||16:9||||W-LED||||||||N||-|N|-|AC, Audio 3.5mm, DVI, VGA|||Energy Star 5.0, Win7||Black|||||||||20000000:1|1000:1||- mm||||||LED|250 cd/m²|"['47 cm', '18.5 ""']"||16.77 M|1366 x 768 pixels|||||||||1|-||||-|Y|-||||||N|||Y||-|||||||- mm|N||||50/60 Hz|90 - 240 V||||||||Y||||||||||||||||||||||||||||||||||||||||- W|- W||||||||||5 ms|||||||||||||1366 768||||||||||-|||-|-||||||- mm|1|||||170 °|160 °||Y|- g||- mm||||
|X2783HSU-B1 - Iiyama ProLite X2783HSU-B1 LED - Xpcpro.com||||D-Sub 15 pol., USB, HDMI mit HDCP, DVI-D||||1.920 x 1.080|||||Wide 15:9/16:9/16:10|178 °|178 °|||||||||||||||||||||||||||||||||||||||||"68.6 cm 27"""||||||USB-Hub, neigbar|||||||schwarz||||4,4 kg||||||||||||||300 cd/qm|||||3000 :1|AMVA||||||||||||||||||||||||||||||||||||||||||||||||||||||4 ms||||||||digital/analog||||||||||||||||||||||||||100 x 100 mm|||||||||||||||||
|"ET.HS1HE.001 - Acer S271HL LED monitor 27"" 1920 x - Xpcpro.com"||||DVI-D mit HDCP, HDMI mit HDCP||||1.920 x 1.080|||||Wide 15:9/16:9/16:10|176 °|170 °|||||||||||||||||||||||||||||||||||||||||"68.6 cm 27"""|||||||||||||schwarz||||4,6 kg||||||||||||||250 cd/qm|||||1000 :1|||||||||||||||||||||||||||||||||||||||||||||||||||||||5 ms||||||||digital/analog||||||||||||||||||||||||||100 x 100 mm|||||||||||||||||
|"60002820 - NEC MultiSync E201W - LED monitor 20"" - - Xpcpro.com"|||||16:9||||||||||||||N||Kensington|Power Cable, Signal Cable: VGA - VGA; DVI-D - DVI-D|N||EPEAT Gold; CE; ErP; TCO 5.0; TÜV Ergonomics; TÜV GS; GEEA/Energy Label; Energy Star 5.0; FCC Class B; PCT/Gost; UL/C-UL or CSA; CCC; ISO 9241-307 pixel failure class I; MPR II/ MPR III||Black||||100 x 100 mm|||||25000:1|1000:1||55 mm||31.5 - 82.3 kHz|56 - 75 Hz|477 x 55 x 285.6 mm|447 x 213.9 x 359.3 mm|TNFilm|250 cd/m²|"20 """|||1600 x 900 pixels|||||||1||1|-|||||Y||||||||||||Y||-|||||285.6 mm|110 mm|||||||||||||Y|1920 x 1080 pixels|||||||16.7 M|||||||||20 - 80 %|5 - 35 °C||||||||||||0.267 mm||Y|25 W|||18 W||||0.34 W||||100-120 V/220-240 V; 0.6 A/0.35 A|||||||5 ms|||||||||||||||||-45 - 45 °||||||||-5 - 20 °|-|-|||||||1|||||170 °|160 °|||5400 g||477 mm||||
N|"E960PRDA - AOC e960Prda LED monitor 19"" 1280 x - Xpcpro.com"||Y|||5:4|||||||||||N|N|N|Y||Kensington|||N|CE, cTUVus, EuP, FCC, ISO 9241-307, GOST, TCO 5.0, TÜV-GS||Black|||N||||||20000000:1|1000:1||210 mm||30 - 80 kHz|50 - 76 Hz|||LED|250 cd/m²|"['48.3 cm', '19 ""']"||16.77 M|1280 x 1024 pixels|||||||||1|||||Unspecified|Y|Silver||N|||||||||N|||||||432.2 mm|Y||||50/60 Hz|90 - 240 V||||||||||||N|||||1|||Y||Y||||||||||||||Y||0.294 x 0.294 mm||Y||||||0.5 W||0.5 W|22 W||||||||||5 ms|||||||||||||1280 x 1024 SXGA||||||||Y||N|Y|-5 - 15 °|N||||||||1|140 MHz||376 mm|301 mm|170 °|160 °||Y|4770 g|6600 g|409.2 mm|||Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64|N
|E2083HSD-B1 - Iiyama ProLite E2083HSD-1  LED - Xpcpro.com||||||||1.600 x 900|||||Wide 15:9/16:9/16:10|170 °|160 °|||||||||||||||||||||||||||||||||||||||||"49.5 cm 19.5"""|||||||||||||schwarz||||2,7 kg||||||||||||||250 cd/qm|||||1000 :1|TN||||||||||||||||||||||||||||||||||||||||||||||||||||||5 ms||||||||digital/analog||||||||||||||||||||||||||100 x 100 mm|||||||||||||||||
